id_student,code_module,code_presentation,total_assessments_submitted,overall_avg_score,overall_avg_days_late,total_failed_assessments,weighted_avg_score
1540042,BBB,2014B,10,89.9,2.5,0,87.04040404040404
1541133,BBB,2013J,10,94.0,0.2,0,88.89024390243902
1541472,FFF,2013J,12,79.25,-87.41666666666667,0,79.5
1541906,EEE,2013J,3,82.66666666666667,2.0,0,82.94444444444444
1547646,BBB,2014J,5,77.4,-0.4,0,71.95
1548052,FFF,2014B,5,76.0,-69.8,0,69.0
1549107,DDD,2014B,5,76.4,3.0,0,62.90625
1551895,CCC,2014B,1,50.0,2.0,0,50.0
1552044,CCC,2014J,5,84.2,3.25,0,82.864
1552044,DDD,2014B,7,72.0,0.7142857142857143,1,79.15
1554143,CCC,2014J,3,79.66666666666667,2.3333333333333335,0,76.0
1554143,DDD,2014B,3,68.66666666666667,2.6666666666666665,0,68.125
1554143,FFF,2013B,5,79.6,1.8,0,74.0
1558539,FFF,2013B,3,84.33333333333333,-53.666666666666664,0,87.0
1559428,BBB,2014B,6,82.33333333333333,-0.8333333333333334,0,73.52272727272727
1559964,FFF,2013J,12,93.16666666666667,-56.083333333333336,0,92.75
1560205,CCC,2014B,1,40.0,2.0,0,40.0
1560989,BBB,2014B,1,79.0,7.0,0,79.0
1560989,BBB,2014J,5,66.4,-0.4,0,54.1
1561431,CCC,2014B,3,25.333333333333332,2.0,2,26.294117647058822
1561750,CCC,2014J,4,52.5,2.0,1,37.61538461538461
1561750,EEE,2013J,4,95.25,1.5,0,95.4
1562320,FFF,2013B,1,76.0,0.0,0,76.0
1563696,BBB,2014J,5,75.6,-0.6,0,72.85
1564630,CCC,2014J,5,84.0,3.25,0,61.08
1564630,DDD,2013J,5,72.8,-1.0,1,74.63235294117646
1564706,BBB,2014J,5,62.0,-1.8,1,79.6
1567505,EEE,2013J,4,79.5,2.0,0,78.96
1568828,CCC,2014B,5,93.8,2.0,0,95.552
1569426,DDD,2013J,7,84.42857142857143,-3.857142857142857,0,83.3875
1573624,EEE,2014B,4,75.5,-2.5,0,73.4
1574398,BBB,2013B,11,90.81818181818181,1.7272727272727273,0,84.68
1576513,AAA,2014J,5,86.6,-0.8,0,86.9
1577134,DDD,2013B,14,47.92857142857143,-0.14285714285714285,5,36.305
1578222,FFF,2014B,12,83.58333333333333,-35.916666666666664,0,83.5
1580084,DDD,2013J,4,75.25,-1.5,0,76.70833333333333
1581243,DDD,2013J,6,62.0,-4.333333333333333,1,59.236111111111114
1583847,CCC,2014J,2,90.5,2.5,0,91.33333333333333
1584449,DDD,2013B,2,80.5,7.5,0,82.52631578947368
1585671,FFF,2014J,12,93.0,-50.75,0,94.75
1585768,BBB,2014J,3,50.666666666666664,-1.0,1,75.66666666666667
1587817,DDD,2013B,7,70.0,3.142857142857143,0,66.30952380952381
1588208,BBB,2014B,2,79.0,1.5,0,65.0
1588621,FFF,2014B,4,84.75,-95.75,0,75.0
1589066,DDD,2014J,7,64.42857142857143,-2.0,0,54.875
1591013,CCC,2014B,1,40.0,2.0,0,40.0
1591864,DDD,2014B,6,75.33333333333333,-2.6666666666666665,0,74.575
1591864,DDD,2014J,1,53.0,,0,53.0
1592048,CCC,2014J,5,91.2,3.25,0,90.88
1592048,DDD,2014B,7,93.85714285714286,-1.1428571428571428,0,93.6125
1593442,CCC,2014J,9,84.33333333333333,1.5,0,70.31
1593730,DDD,2014J,7,90.28571428571429,-0.5,0,94.4
1594621,BBB,2013J,9,76.44444444444444,-0.2222222222222222,0,77.1938775510204
1601739,DDD,2014J,3,66.0,0.3333333333333333,0,68.2
1603549,FFF,2014J,12,84.33333333333333,-15.25,0,82.5
1609002,AAA,2014J,5,79.4,1.2,0,79.8
1611842,DDD,2013B,14,75.78571428571429,-0.07142857142857142,0,66.8975
1611973,BBB,2014B,10,77.1,0.6,0,66.60975609756098
1612600,CCC,2014J,2,84.5,6.0,0,81.63636363636364
1612600,DDD,2014B,7,84.28571428571429,-9.428571428571429,0,80.825
1614181,FFF,2013B,12,57.583333333333336,-17.5,0,58.0
1615392,FFF,2014B,12,84.5,-53.916666666666664,0,80.5
1618172,EEE,2014B,4,83.5,-1.5,0,82.96
1618738,AAA,2013J,5,79.6,-1.4,0,77.9
1620151,AAA,2013J,2,77.5,2.0,0,75.0
1620593,DDD,2013B,2,88.5,-5.0,0,89.36842105263158
1621041,FFF,2013J,3,88.33333333333333,-73.0,0,88.0
1622020,DDD,2013B,11,56.72727272727273,1.8181818181818181,3,43.703448275862065
1622944,EEE,2013J,2,90.0,0.0,0,89.72727272727273
1623795,BBB,2014J,5,58.6,-0.8,1,74.15
1624025,DDD,2014B,3,85.66666666666667,0.0,0,85.375
1624025,DDD,2014J,3,86.33333333333333,0.0,0,87.66666666666667
1624443,BBB,2014B,11,86.0909090909091,1.2727272727272727,0,78.59
1624707,BBB,2013J,11,87.63636363636364,1.6363636363636365,0,77.21
1625718,BBB,2014B,11,92.0909090909091,-0.36363636363636365,0,90.34
1626021,BBB,2014B,10,80.5,0.3,1,70.21052631578948
1626418,DDD,2013B,14,50.357142857142854,0.35714285714285715,5,52.0875
1626710,AAA,2013J,5,84.6,-2.8,0,84.9
1627017,BBB,2013J,10,77.2,-0.8,0,75.4390243902439
1627052,FFF,2014B,12,81.16666666666667,-58.166666666666664,0,77.25
1629771,AAA,2014J,5,80.2,1.0,0,79.5
1631797,FFF,2014J,8,84.625,-1.875,0,83.66666666666667
1632487,CCC,2014B,9,77.0,2.25,0,67.715
1633695,BBB,2014B,6,91.0,8.333333333333334,0,76.51851851851852
1634278,CCC,2014J,6,45.166666666666664,1.3333333333333333,2,40.72857142857143
1634278,FFF,2013J,12,74.16666666666667,-1.25,0,64.25
1636725,FFF,2013J,12,83.83333333333333,-75.33333333333333,0,81.25
1638119,DDD,2013B,14,65.92857142857143,0.9285714285714286,0,55.645
1638425,DDD,2013B,4,48.5,1.5,1,44.31111111111111
1638548,EEE,2013J,3,86.33333333333333,2.3333333333333335,0,85.55555555555556
1639699,FFF,2014J,12,79.08333333333333,-34.583333333333336,0,80.5
1640609,AAA,2013J,5,85.0,-1.8,0,85.3
1640680,FFF,2014J,11,80.72727272727273,-31.363636363636363,0,83.0
1640773,DDD,2013B,14,91.71428571428571,0.42857142857142855,0,86.475
1641117,FFF,2014B,12,85.08333333333333,-41.25,0,80.75
1641344,FFF,2013J,12,96.0,-64.16666666666667,0,97.75
1644266,DDD,2013J,3,37.666666666666664,-1.3333333333333333,1,33.0625
1644328,CCC,2014B,1,40.0,2.0,0,40.0
1644328,EEE,2014B,1,97.0,-3.0,0,97.0
1644647,FFF,2013J,12,90.91666666666667,-49.666666666666664,0,94.25
1646172,CCC,2014J,6,70.83333333333333,5.4,0,58.87313432835821
1651020,FFF,2013B,4,74.75,-100.0,0,65.0
1651198,DDD,2013B,14,52.5,-2.9285714285714284,3,45.16
1656486,CCC,2014J,3,50.0,2.6666666666666665,1,43.705882352941174
1656527,DDD,2013B,2,66.0,2.5,0,67.2
1656979,BBB,2014J,5,75.2,-4.8,1,92.75
1658963,CCC,2014J,9,81.22222222222223,-1.5,0,77.735
1658963,FFF,2014J,12,79.08333333333333,-87.83333333333333,0,70.5
1659662,BBB,2013B,11,85.81818181818181,0.9090909090909091,0,78.96
1661490,DDD,2014J,5,61.4,0.6,1,55.333333333333336
1661805,EEE,2014B,4,94.25,-0.5,0,93.8
1663815,EEE,2014B,1,83.0,0.0,0,83.0
1664171,EEE,2014B,1,92.0,11.0,0,92.0
1664280,BBB,2014J,5,88.2,-2.2,0,85.35
1664920,DDD,2013B,14,75.28571428571429,1.7857142857142858,0,76.6325
1667087,DDD,2014J,7,86.57142857142857,-0.8333333333333334,0,88.025
1667346,EEE,2013J,4,91.25,-0.75,0,91.04
1668372,DDD,2014B,3,61.333333333333336,4.666666666666667,0,62.375
1668504,CCC,2014B,1,70.0,2.0,0,70.0
1668504,FFF,2013B,12,90.33333333333333,-51.833333333333336,0,90.0
1671022,CCC,2014J,9,89.66666666666667,-13.125,0,88.915
1671208,DDD,2014B,3,85.0,-0.6666666666666666,0,83.6875
1671761,DDD,2014B,3,66.0,0.0,0,66.9375
1671811,CCC,2014B,9,60.111111111111114,1.75,1,52.12
1671811,DDD,2014B,7,73.14285714285714,-0.42857142857142855,0,63.6125
1673876,CCC,2014B,1,70.0,2.0,0,70.0
1674799,CCC,2014J,8,81.0,7.571428571428571,0,64.32460732984293
1674799,EEE,2014J,4,97.25,3.5,0,97.28
1674804,GGG,2013J,9,92.0,-20.333333333333332,0,
1677677,FFF,2014J,11,74.18181818181819,-62.63636363636363,0,64.33333333333333
1678014,CCC,2014B,1,40.0,2.0,0,40.0
1678401,BBB,2013B,10,69.2,2.5,0,63.38383838383838
1678445,GGG,2013J,9,90.55555555555556,-48.0,0,
1678617,FFF,2013J,4,81.0,-96.25,0,78.0
1678800,CCC,2014B,9,86.66666666666667,2.0,0,81.82
1678800,DDD,2013J,7,70.57142857142857,-0.8571428571428571,0,68.8
1679610,EEE,2014J,4,87.25,-2.5,0,86.08
1679727,DDD,2013J,7,77.0,-12.142857142857142,0,74.7375
1679862,DDD,2013J,1,78.0,0.0,0,78.0
1681946,CCC,2014J,4,93.25,3.0,0,90.65
1683192,FFF,2014J,1,68.0,-1.0,0,68.0
1683803,FFF,2014B,12,64.75,-28.833333333333332,2,54.5
1684787,DDD,2013J,4,79.25,-2.0,0,78.25
1684787,DDD,2014J,1,53.0,,0,53.0
1686521,AAA,2013J,1,68.0,-2.0,0,68.0
1686551,AAA,2014J,1,80.0,0.0,0,80.0
1687996,DDD,2013J,4,49.0,2.5,1,44.833333333333336
1689069,DDD,2013J,7,84.42857142857143,-4.142857142857143,0,84.1625
1689081,GGG,2014J,9,89.44444444444444,-11.333333333333334,0,
1689639,AAA,2014J,2,70.5,-1.5,0,73.0
1689730,FFF,2013B,7,88.0,-47.285714285714285,0,83.0
1690836,DDD,2013B,14,90.57142857142857,-0.6428571428571429,0,85.9875
1691815,CCC,2014B,3,59.666666666666664,0.6666666666666666,1,50.60606060606061
1692156,CCC,2014J,5,80.4,3.25,0,73.76
1694120,FFF,2013J,12,83.33333333333333,-64.66666666666667,0,82.25
1694780,CCC,2014B,4,89.25,1.0,0,88.975
1695710,BBB,2013J,11,84.9090909090909,1.0909090909090908,0,77.81
1696174,DDD,2013B,11,73.27272727272727,-1.8181818181818181,0,67.02439024390245
1699264,GGG,2013J,9,83.44444444444444,-44.111111111111114,0,
1699445,FFF,2013B,12,84.16666666666667,-78.41666666666667,0,78.5
1700371,EEE,2014B,4,81.5,-1.5,0,81.2
1713615,DDD,2013J,7,93.85714285714286,-3.4285714285714284,0,94.7125
1715237,CCC,2014B,5,86.2,2.0,0,86.304
1715896,AAA,2014J,5,78.0,1.8,0,77.8
1716492,DDD,2013J,6,57.0,1.3333333333333333,2,45.583333333333336
1719114,BBB,2014B,11,83.81818181818181,0.5454545454545454,0,71.47
1719566,DDD,2013B,13,50.61538461538461,1.1538461538461537,2,48.821621621621624
1720448,GGG,2013J,9,88.66666666666667,-40.888888888888886,0,
1720712,FFF,2013B,12,92.66666666666667,-55.583333333333336,0,95.75
1721270,AAA,2014J,5,58.0,2.2,1,57.5
1721462,BBB,2013B,10,74.6,2.3,0,64.95121951219512
1721891,DDD,2013J,7,52.857142857142854,-3.857142857142857,1,51.7
1722493,FFF,2014J,12,66.16666666666667,-67.33333333333333,0,71.75
1723019,DDD,2013J,6,66.83333333333333,-5.0,1,52.30555555555556
1723564,DDD,2014J,7,63.857142857142854,0.6666666666666666,2,52.4
1723749,BBB,2014J,5,61.25,51.4,0,37.0
1725109,EEE,2013J,4,97.5,-1.25,0,97.2
1726951,BBB,2013J,11,85.72727272727273,0.36363636363636365,0,77.61
1728437,BBB,2013B,11,79.45454545454545,3.0,0,74.87
1729319,AAA,2013J,5,78.2,0.0,0,77.5
1729833,GGG,2013J,9,90.55555555555556,-0.4444444444444444,0,
1730702,BBB,2013B,4,62.0,5.5,0,55.333333333333336
1731564,BBB,2013J,9,80.33333333333333,1.4444444444444444,0,74.3125
1732219,BBB,2014B,11,77.9090909090909,0.18181818181818182,0,71.94
1732956,BBB,2014J,5,59.4,-2.2,1,76.1
1733023,BBB,2014J,5,82.8,-1.2,0,76.15
1733160,DDD,2014J,5,63.2,0.2,1,53.0
1733664,FFF,2014J,4,74.75,-55.5,0,70.5
1734156,GGG,2014J,8,78.125,5.625,0,
1735651,DDD,2014B,7,52.0,4.142857142857143,3,58.3375
1735653,DDD,2014B,6,64.33333333333333,2.0,1,61.75
1738364,FFF,2014B,12,83.58333333333333,-34.833333333333336,0,87.5
1738582,CCC,2014J,5,95.2,3.25,0,88.208
1739026,CCC,2014B,9,57.22222222222222,5.75,3,46.945
1742834,FFF,2013B,12,84.83333333333333,-19.166666666666668,0,78.0
1744800,CCC,2014J,1,11.0,3.0,1,11.0
1744817,FFF,2014B,12,85.25,-82.08333333333333,0,88.75
1746134,AAA,2013J,5,83.8,-4.8,0,84.0
1747824,DDD,2014J,7,94.57142857142857,-6.5,0,96.9
1747892,BBB,2013B,11,82.27272727272727,1.3636363636363635,0,81.75
1750405,CCC,2014B,1,20.0,2.0,1,20.0
1752098,CCC,2014J,5,70.0,3.25,0,49.76
1752813,CCC,2014J,9,88.55555555555556,-4.375,0,87.87
1752834,BBB,2014J,5,76.8,-0.2,0,72.15
1752994,FFF,2014J,11,91.18181818181819,-59.36363636363637,0,83.0
1753235,DDD,2013J,4,70.0,-0.75,1,66.125
1753458,CCC,2014B,9,97.44444444444444,-8.25,0,97.04
1753965,BBB,2013B,11,79.72727272727273,3.272727272727273,0,79.59
1755594,FFF,2014J,12,95.0,-75.83333333333333,0,90.0
1756165,DDD,2013J,7,56.142857142857146,-1.7142857142857142,1,52.7125
1756915,GGG,2013J,9,68.0,1.6666666666666667,0,
1757548,DDD,2014J,7,84.42857142857143,-0.5,0,87.125
1757561,BBB,2014J,3,82.66666666666667,-8.0,0,73.33333333333333
1757662,FFF,2014B,8,88.5,-39.375,0,83.33333333333333
1757766,AAA,2014J,5,70.4,2.0,0,70.9
1758449,AAA,2013J,2,61.0,-0.5,0,59.666666666666664
1759799,FFF,2013J,12,90.58333333333333,-68.91666666666667,0,88.75
1759851,BBB,2013J,1,63.0,3.0,0,63.0
1759851,BBB,2014B,10,66.7,2.4,0,69.11578947368422
1761013,FFF,2013B,12,88.33333333333333,-33.666666666666664,0,93.25
1762336,EEE,2013J,3,83.0,1.3333333333333333,0,80.5
1763186,DDD,2014B,7,80.42857142857143,-2.0,0,81.625
1763378,CCC,2014B,1,50.0,2.0,0,50.0
1763653,BBB,2014B,10,89.6,1.0,0,83.85365853658537
1763786,EEE,2014B,4,95.5,-8.0,0,95.32
1765045,FFF,2014J,1,60.0,6.0,0,60.0
1765788,AAA,2013J,5,66.2,2.4,0,67.5
1766303,FFF,2013B,3,75.66666666666667,-0.6666666666666666,0,72.5
1766513,DDD,2013J,7,75.0,-4.428571428571429,0,69.625
1767786,DDD,2014B,1,81.0,0.0,0,81.0
1768223,FFF,2014B,12,71.25,-51.666666666666664,0,62.75
1769985,CCC,2014B,4,67.5,2.75,0,61.9
1770733,BBB,2013B,11,77.63636363636364,1.6363636363636365,0,75.32
1771053,BBB,2013B,1,60.0,-2.0,0,60.0
1771775,FFF,2014J,10,78.5,-10.4,0,70.0
1772429,FFF,2013B,12,78.58333333333333,-45.833333333333336,1,69.5
1773377,AAA,2014J,5,74.6,1.4,0,74.4
1773925,CCC,2014J,9,97.0,1.875,0,98.36
1774071,CCC,2014B,3,33.333333333333336,6.333333333333333,1,41.44444444444444
1774297,DDD,2014J,6,75.33333333333333,2.8,0,73.28571428571429
1776925,BBB,2013B,7,77.14285714285714,3.0,0,66.58064516129032
1777223,DDD,2014B,4,71.5,-0.5,1,66.79166666666667
1777511,DDD,2013J,7,64.71428571428571,-2.5714285714285716,0,62.975
1777563,GGG,2014J,9,72.77777777777777,-18.22222222222222,0,
1778145,BBB,2013J,10,83.5,3.5,0,79.07317073170732
1780737,CCC,2014B,1,40.0,2.0,0,40.0
1780737,EEE,2014B,1,91.0,6.0,0,91.0
1780949,BBB,2014B,9,82.33333333333333,2.3333333333333335,0,78.8641975308642
1781804,BBB,2013J,2,51.5,7.0,0,45.833333333333336
1781834,CCC,2014B,9,76.33333333333333,0.75,0,68.025
1781834,EEE,2013J,4,92.5,0.25,0,92.92
1782236,GGG,2014J,9,81.77777777777777,-33.55555555555556,0,
1782581,DDD,2013J,1,92.0,0.0,0,92.0
1782581,DDD,2014J,1,95.0,-2.0,0,95.0
1782665,BBB,2014B,4,85.0,3.75,0,75.6
1784775,FFF,2013B,11,71.9090909090909,-20.636363636363637,0,63.0
1784816,BBB,2014J,5,67.6,-2.2,0,55.9
1786380,BBB,2014B,11,87.63636363636364,1.2727272727272727,0,82.17
1788974,FFF,2013B,2,89.5,1.0,0,86.0
1789199,BBB,2013B,11,72.36363636363636,2.090909090909091,0,64.47
1789319,EEE,2014B,4,78.25,2.25,0,77.32
1796402,FFF,2014J,11,77.45454545454545,-54.54545454545455,0,77.66666666666667
1797068,EEE,2014J,4,85.0,-1.25,0,85.36
1797168,BBB,2013J,10,75.6,1.7,0,53.25609756097561
1797614,BBB,2013B,8,95.125,1.0,0,90.76315789473684
1799111,AAA,2014J,5,77.4,-0.8,0,77.6
1799963,FFF,2014B,1,60.0,12.0,0,60.0
1801229,AAA,2013J,5,76.8,2.0,0,76.7
1801641,AAA,2013J,5,77.4,-1.0,0,77.8
1804143,DDD,2014B,4,63.5,0.25,1,57.958333333333336
1804143,DDD,2014J,1,51.0,,0,51.0
1808622,CCC,2014J,9,90.11111111111111,1.5,0,76.065
1809578,FFF,2013B,12,82.33333333333333,-6.25,0,88.0
1810414,CCC,2014J,9,55.888888888888886,2.5,3,41.255
1810414,EEE,2014B,4,71.75,-0.5,0,69.68
1810759,FFF,2014J,12,78.66666666666667,-28.25,0,81.75
1813486,FFF,2013B,1,86.0,-1.0,0,86.0
1813493,BBB,2014J,4,49.75,-8.0,1,64.0
1813731,GGG,2013J,9,93.55555555555556,-44.55555555555556,0,
1816458,FFF,2014J,12,93.41666666666667,-91.66666666666667,0,85.25
1817515,CCC,2014J,5,84.2,-1.0,0,79.33333333333333
1817710,FFF,2014J,12,91.08333333333333,-46.416666666666664,0,89.5
1818385,FFF,2014J,11,73.45454545454545,5.7272727272727275,0,83.33333333333333
1818673,AAA,2014J,1,86.0,0.0,0,86.0
1818677,DDD,2013J,5,59.6,-2.2,1,57.21875
1819994,DDD,2013J,7,90.28571428571429,-6.428571428571429,0,91.2625
1821249,FFF,2013B,3,80.66666666666667,-56.666666666666664,0,82.0
1822731,DDD,2014J,7,56.285714285714285,-1.1666666666666667,2,45.15
1826729,DDD,2014B,2,27.0,-4.0,2,30.272727272727273
1826819,CCC,2014J,5,97.4,3.25,0,94.776
1827650,GGG,2014J,9,90.55555555555556,-36.77777777777778,0,
1828112,CCC,2014B,1,50.0,2.0,0,50.0
1828753,CCC,2014J,9,92.88888888888889,1.5,0,94.215
1829654,BBB,2014B,11,56.45454545454545,2.090909090909091,1,49.97
1830666,GGG,2013J,1,75.0,0.0,0,
1832218,BBB,2014J,5,61.0,-2.6,1,74.3
1832492,DDD,2014J,7,56.0,1.0,2,59.15
1833107,FFF,2013B,1,76.0,-2.0,0,76.0
1835389,BBB,2014J,5,57.4,-3.0,1,71.4
1835411,DDD,2013J,7,89.42857142857143,-4.714285714285714,0,88.05
1836241,FFF,2014J,12,86.0,-61.416666666666664,0,83.0
1836988,FFF,2013B,4,77.5,-44.75,0,73.0
1837138,FFF,2014J,12,93.66666666666667,-78.66666666666667,0,94.75
1839012,FFF,2013B,12,71.75,-63.083333333333336,0,79.25
1839181,EEE,2014B,4,88.75,-0.75,0,88.12
1839386,AAA,2014J,1,40.0,7.0,0,40.0
1840034,BBB,2014B,10,81.9,1.2,0,79.23170731707317
1841267,CCC,2014B,3,58.666666666666664,1.0,0,59.333333333333336
1841303,GGG,2014J,2,73.5,-71.0,0,
1841850,EEE,2014J,2,74.5,2.5,0,72.45454545454545
1843026,DDD,2013B,13,66.92307692307692,1.6153846153846154,1,54.16216216216216
1843123,BBB,2014J,5,80.6,-3.6,0,78.8
1843355,DDD,2013B,8,40.75,3.0,4,35.26315789473684
1843355,DDD,2014B,3,35.0,3.0,1,33.1875
1844150,FFF,2013B,11,73.18181818181819,-33.18181818181818,0,63.666666666666664
1845093,DDD,2013B,4,56.0,4.75,0,52.06060606060606
1846751,FFF,2013B,12,81.08333333333333,-1.8333333333333333,0,77.25
1847146,BBB,2013B,11,73.18181818181819,1.1818181818181819,0,75.25
1847481,DDD,2013J,6,80.16666666666667,-2.6666666666666665,0,75.20833333333333
1847830,AAA,2013J,5,71.0,-1.0,0,69.1
1848820,CCC,2014B,3,66.33333333333333,1.6666666666666667,0,67.61111111111111
1850818,CCC,2014J,1,24.0,0.0,1,24.0
1850818,EEE,2013J,4,58.25,2.75,1,58.76
1851108,CCC,2014J,9,96.33333333333333,2.375,0,95.705
1852968,FFF,2013J,12,90.5,-61.25,0,94.5
1855583,CCC,2014B,9,72.22222222222223,0.75,0,73.315
1855583,DDD,2014J,7,76.28571428571429,-2.8333333333333335,0,72.25
1856869,FFF,2014J,11,71.45454545454545,-67.81818181818181,0,74.66666666666667
1858523,BBB,2013B,9,59.888888888888886,2.888888888888889,2,38.0625
1859038,FFF,2013J,11,90.27272727272727,-79.0909090909091,0,92.33333333333333
1860171,GGG,2014B,9,92.66666666666667,-48.0,0,
1860318,AAA,2013J,5,62.6,0.0,0,62.8
1861445,FFF,2013B,1,70.0,0.0,0,70.0
1861793,EEE,2013J,4,99.25,-1.75,0,99.52
1861830,EEE,2014B,4,92.5,-2.25,0,91.96
1863244,BBB,2014B,2,75.0,14.0,0,69.34782608695652
1864086,CCC,2014J,2,27.5,7.0,2,24.0
1864086,FFF,2013J,12,71.41666666666667,-11.583333333333334,1,63.5
1864697,BBB,2014B,10,95.5,2.6,0,91.70731707317073
1866233,FFF,2013J,2,83.5,-101.5,0,92.0
1866233,FFF,2014J,2,76.0,12.0,0,76.0
1866742,BBB,2013J,1,65.0,0.0,0,65.0
1866742,BBB,2014B,10,91.1,3.1,0,85.6951219512195
1867563,FFF,2013B,2,75.0,7.0,0,75.0
1868389,DDD,2013J,1,44.0,8.0,0,44.0
1870830,FFF,2013B,12,71.91666666666667,-3.0,0,71.75
1871598,FFF,2014J,12,94.41666666666667,-89.83333333333333,0,85.5
1871684,FFF,2014J,12,66.0,-73.75,1,57.75
1873505,GGG,2013J,8,86.875,-49.75,0,
1874160,CCC,2014J,9,86.55555555555556,0.875,0,85.36
1874160,DDD,2014B,7,84.0,-3.0,0,80.9125
1874363,DDD,2013J,7,65.85714285714286,-4.142857142857143,0,59.7
1874935,BBB,2014J,5,62.2,0.2,1,81.0
1875728,FFF,2014B,12,76.16666666666667,-17.166666666666668,0,85.5
1876636,CCC,2014B,9,83.88888888888889,0.5,0,83.415
1876636,FFF,2013J,12,92.41666666666667,-53.083333333333336,0,92.75
1877015,CCC,2014B,2,96.0,4.0,0,93.45454545454545
1877634,BBB,2014B,11,92.27272727272727,-0.7272727272727273,0,86.78
1877902,FFF,2014J,12,88.41666666666667,-76.75,0,93.25
1878648,EEE,2014J,4,92.5,-0.5,0,92.08
1878918,FFF,2013B,11,77.27272727272727,-40.45454545454545,0,69.66666666666667
1879272,DDD,2013B,3,36.333333333333336,1.6666666666666667,2,49.32
1879321,FFF,2014J,12,93.41666666666667,-62.666666666666664,0,92.0
1879751,DDD,2014J,7,86.71428571428571,-2.1666666666666665,0,83.025
1881062,DDD,2014J,7,79.57142857142857,-5.333333333333333,0,79.9
1881231,FFF,2014J,12,85.33333333333333,-43.833333333333336,0,86.75
1882021,GGG,2014B,9,86.66666666666667,-49.888888888888886,0,
1882255,FFF,2013B,12,84.83333333333333,-68.41666666666667,0,85.0
1884024,FFF,2014B,2,74.0,-0.5,0,74.0
1886295,BBB,2013J,11,92.63636363636364,1.3636363636363635,0,87.63
1887108,FFF,2014J,12,92.83333333333333,-51.916666666666664,0,93.25
1887928,DDD,2013J,7,65.42857142857143,-1.4285714285714286,0,64.2125
1888343,CCC,2014B,9,88.33333333333333,0.25,0,80.42
1889511,AAA,2013J,5,72.0,2.0,0,71.2
1889565,BBB,2013J,11,86.9090909090909,0.8181818181818182,0,83.22
1889577,AAA,2013J,5,73.6,0.8,0,73.2
1889752,FFF,2014J,12,70.41666666666667,-10.666666666666666,0,56.0
1891028,BBB,2014J,2,36.5,1.5,1,72.0
1891323,CCC,2014B,5,86.4,2.0,0,84.832
1894188,AAA,2013J,5,70.4,-4.6,0,69.7
1894419,CCC,2014B,1,10.0,2.0,1,10.0
1894419,EEE,2014B,3,61.333333333333336,2.0,0,59.22222222222222
1894634,DDD,2013J,3,53.333333333333336,2.0,1,62.285714285714285
1895288,EEE,2014J,4,93.25,-2.25,0,92.44
1896088,CCC,2014B,1,40.0,2.0,0,40.0
1896088,EEE,2013J,2,85.5,-2.5,0,83.45454545454545
1897054,CCC,2014J,9,86.77777777777777,0.75,0,80.78
1897611,GGG,2014B,9,92.88888888888889,-45.111111111111114,0,
1901764,DDD,2013J,1,85.0,19.0,0,85.0
1901764,DDD,2014J,6,77.66666666666667,4.6,0,69.74358974358974
1902240,CCC,2014J,9,87.66666666666667,-0.25,0,79.53
1902240,EEE,2013J,4,94.5,-1.75,0,94.44
1903095,BBB,2014J,5,64.0,-4.2,1,79.7
1903477,DDD,2013J,6,72.33333333333333,-6.333333333333333,1,81.125
1903527,BBB,2013B,11,88.27272727272727,1.3636363636363635,0,82.78
1903677,BBB,2013J,11,78.81818181818181,1.1818181818181819,0,71.64
1904710,BBB,2013B,1,73.0,-7.0,0,73.0
1904916,FFF,2013B,12,52.5,-5.833333333333333,1,48.0
1905259,FFF,2013B,12,85.16666666666667,-54.25,0,86.75
1906003,CCC,2014J,8,62.0,2.2857142857142856,2,62.331460674157306
1906919,CCC,2014B,9,79.44444444444444,1.875,0,80.68
1906919,DDD,2013B,13,83.15384615384616,0.46153846153846156,0,64.38648648648649
1907755,FFF,2013B,12,98.0,-77.16666666666667,0,97.0
1910049,FFF,2013J,12,87.5,-74.08333333333333,0,93.75
1910175,BBB,2013J,11,83.45454545454545,0.2727272727272727,0,76.51
1910737,EEE,2014J,3,87.0,0.0,0,87.5
1911513,CCC,2014B,6,88.5,1.4,0,90.19727891156462
1912438,BBB,2013B,11,96.0,2.0,0,94.03
1913166,FFF,2013J,12,87.83333333333333,-64.5,0,87.25
1913435,FFF,2013B,8,88.0,-76.25,0,88.0
1913872,DDD,2013B,7,57.57142857142857,-2.2857142857142856,1,64.23809523809524
1913872,DDD,2013J,6,63.0,-16.833333333333332,1,60.6
1915408,EEE,2013J,4,80.75,-1.25,0,80.12
1915795,GGG,2014J,7,65.71428571428571,-35.714285714285715,0,
1915824,CCC,2014J,9,67.88888888888889,2.75,0,57.02
1916140,CCC,2014J,2,88.5,0.0,0,88.18181818181819
1916140,DDD,2014B,7,77.42857142857143,-4.0,0,71.6625
1917311,DDD,2014J,7,86.14285714285714,-0.8333333333333334,0,83.4
1917335,FFF,2013J,12,75.41666666666667,-91.25,1,67.25
1917796,FFF,2013B,12,75.83333333333333,0.4166666666666667,0,68.5
1919240,FFF,2014B,12,83.41666666666667,-79.08333333333333,0,85.0
1919940,FFF,2013B,12,90.58333333333333,-54.0,0,94.5
1922200,CCC,2014B,3,66.33333333333333,1.3333333333333333,0,68.94444444444444
1923618,BBB,2013B,11,88.9090909090909,1.7272727272727273,0,86.27
1924641,CCC,2014B,7,36.857142857142854,0.16666666666666666,4,28.248648648648647
